projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
帶『正電荷』的洗沐用品《茶炭方® 茶淨護系列》 不只潔淨，更能生成天然防護罩！｜七三茶堂,七三茶堂,207983,3899,https://www.zeczec.com/projects/tea-protect,"您好！2022年，我們引用領先世界的台灣學術研究，將台灣茶經過生物科技加值研製出「物理廣效」且「無害環境」的「奈米級」抑菌茶護力並發展全新茶淨護洗沐品。邀請您一起感受令人真正安心的潔淨。,zeczec",32 天,2022/08/24 21:00 – 2022/10/21 02:00,2022/08/24 21:00:00,2022/10/21 02:00:00
702 牛角手工眼鏡 ｜YUYU 張珈瑜 Ｘ Horchill 好憩 ｜ 聯名推出限量典藏組. 完美的精緻工藝 VS 不完美的自然獨特紋理,澤涵,35640,11880,https://www.zeczec.com/projects/yuyu-x-horchill,"只要帶過牛角眼鏡，你一定會讚嘆配戴的極佳舒適度… 選自“人道”牛角，100% 手工打造，全程精緻工藝。崁入式技術，減少零件使用，極輕14G。親膚低敏材質 牛角/ 鈦。 ,zeczec",21 天,2022/08/24 12:00 – 2022/10/09 23:59,2022/08/24 12:00:00,2022/10/09 23:59:00
🇬🇧 維爾｜新一代藍光眼鏡 x 偏光太陽眼鏡組合｜一鏡二用！最強CP值！,Derive Collection,865996,19999,https://www.zeczec.com/projects/veer,"SGS 驗證藍光鏡片，FDA認證鏡框材質，獨家特製的護眼方案 ！,zeczec",7 天,2022/08/24 11:30 – 2022/09/25 23:59,2022/08/24 11:30:00,2022/09/25 23:59:00
Benefit Body 激能蛋白｜增激×曲線×獨家加速科技，最好吸收的乳清蛋白，KO體態撞牆期！,WORTH 沃爾司生技,37221,770,https://www.zeczec.com/projects/benefit-body,"Benefit Body 激能蛋白，採用獨家多元傳遞加速科技，讓營養素吸收率提升170%。針對不同訓練時期設計專屬乳清蛋白補給品，有效強化運動表現，邁向輕盈體態！,zeczec",17 天,2022/08/24 10:30 – 2022/10/05 23:59,2022/08/24 10:30:00,2022/10/05 23:59:00
ARMADA 黑晶奈瓷刀｜專為台灣人設計，絕對潔淨的俐落廚刀，讓你下刀如有神！,均岱鍋具 kitchenspring ,3383200,2780,https://www.zeczec.com/projects/armada,"台灣 40 年「均岱鍋具 Kitchenspring」在地研發設計，廚房不可或缺的第二把刀，補足家庭用刀的所有缺陷！抗菌不生鏽、鋒利免磨刀、輕薄耐用，100% 營養保留，給你俐落又安心的備料體驗！,zeczec", 15 小時,2022/08/23 21:00 – 2022/09/19 23:59,2022/08/23 21:00:00,2022/09/19 23:59:00
【恰恰好原石礦砂】針對貓行為設計｜秒凝結、覆蓋強、純天然，所有貓孩都抗拒不了的天然本能友善貓砂,恰恰好office cats,77030,1000,https://www.zeczec.com/projects/officecats,"貓孩喜歡的是礦砂，為什麼要因為我們的喜好而去改變他，友善貓孩，無添加任何化學物質只為了給他們一個最健康舒適的如廁環境。,zeczec",10 天,2022/08/23 21:00 – 2022/09/28 23:59,2022/08/23 21:00:00,2022/09/28 23:59:00
日本職人製J-FIT帽│屬於亞洲人的命定帽│CUT-MAN項鍊刀環--同步上線!,Neo Choice ,157064,1390,https://www.zeczec.com/projects/j-fit,"你不是不適合戴帽子，而是對的帽子才剛上線！日本職人依亞洲人頭型設計，打造最佳帽型，大頭也能駕馭! 讓你的臉型更立體，服貼舒適，日常穿搭更自信！,zeczec",35 天,2022/08/23 20:30 – 2022/10/23 23:59,2022/08/23 20:30:00,2022/10/23 23:59:00
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,2574510,1490,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec",12 天,2022/08/23 12:00 – 2022/10/01 02:00,2022/08/23 12:00:00,2022/10/01 02:00:00
『 日本 amadana ｜16L 極靜高效除濕機 』 - 日本美學 一級能效 16L 除濕機,amadana,1900641,8580,https://www.zeczec.com/projects/amadana-16l,"日式極簡『 16L 除濕機』，大除濕量，40%-80% 濕度符合環境需求！45dB靜音除濕，安心舒適！一級能效，還能自行申請1200元補助喔！,zeczec",6 天,2022/08/23 12:00 – 2022/09/25 02:00,2022/08/23 12:00:00,2022/09/25 02:00:00
MOFT 石墨烯散熱支架，世界第一款「自主散熱」的筆電支架，解放肩頸、極輕薄、秒收納！,MOFT,1506557,1729,https://www.zeczec.com/projects/moft-Cooling-Stand,"不只照顧你的工作姿勢，還拯救筆電健康！這個夏天跟我們一起告別過燙問題，延續經典功能：1 秒收起、2 種角度、3 大升級 - 防水+防刮+重複撕黏一百次！,zeczec",8 天,2022/08/23 12:00 – 2022/09/27 02:00,2022/08/23 12:00:00,2022/09/27 02:00:00
【倍而冕益 Plus｜三合一乳鐵益菌】乳鐵蛋白、益生菌、維生素 D3 冕益金三角，非常時期提升自我保護力！,Renorigin,155780,2680,https://www.zeczec.com/projects/biomainpower,"專業醫師、藥師推薦！國際乳鐵蛋白權威團隊打造，每日一粒輕鬆補充 3 大關鍵營養，為身體建立多重防禦陣線！,zeczec",5 天,2022/08/23 11:00 – 2022/09/23 23:59,2022/08/23 11:00:00,2022/09/23 23:59:00
森下 沉浸式調光 LED 吸頂燈｜家的氛圍由你掌控，享受質感生活新濾鏡,MST 森下照明,877060,590,https://www.zeczec.com/projects/mst,"2022 最強居家改造計畫，「森下吸頂燈」提供遙控多段調光，可隨心所欲自由調整，搭配四種色光模式，適用各種日常情境，讓你輕鬆打造高質感生活風格。,zeczec",16 天,2022/08/23 10:30 – 2022/10/04 23:59,2022/08/23 10:30:00,2022/10/04 23:59:00
【 FLUSSO 瞬適眼鏡｜找回視覺舒適感 】世界首支減壓眼鏡 Made In Taiwan ,flusso,1558720,2380,https://www.zeczec.com/projects/flusso,"不只是抗藍光！由跨領域專家合作找出真正的傷眼原因，世界首創為減壓而生的MIT頂尖專利光學技術，集結各種大品牌鏡片優勢於一身，現在就開始善待您的雙眼！,zeczec",29 天,2022/08/23 10:30 – 2022/10/18 17:59,2022/08/23 10:30:00,2022/10/18 17:59:00
ToesMerry 百變涼鞋 2.0 ｜台灣製造，人氣鞋款再升級！4 種穿法 X 百變鞋面，全場景都「速配」的穿搭神鞋 !,ToesMerry,517400,1660,https://www.zeczec.com/projects/toesmerryv2,"1 鞋 4 穿的神奇涼鞋全新好評回歸！防潑水鞋面 3 秒自由變換涼鞋風格，輕鬆穿出個人品味。全鞋台灣製作，讓你一穿就愛上。,zeczec",4 天,2022/08/22 20:00 – 2022/09/22 23:59,2022/08/22 20:00:00,2022/09/22 23:59:00
麻吉手機背貼卡套,奧義品牌國際有限公司,36050,260,https://www.zeczec.com/projects/taiwanimal-mobile,"賦予手機收納卡片、票券功能，方便刷卡、捷運通關，悠遊不卡關。 解決了交通過程中找票、找卡通關的倉促窘境。可重複貼合的麻吉卡套，完全不殘膠，讓生活移動更加自在悠游。,zeczec",17 天,2022/08/22 12:00 – 2022/10/05 23:59,2022/08/22 12:00:00,2022/10/05 23:59:00
【人窮志不窮】歐盟聯合碩士學費募資計畫,許慧漁,148506,1000,https://www.zeczec.com/projects/GLOCAL,"在工作中看見文化和政經環境對企業的影響，並渴望將台灣的高品質帶向國際。很榮幸今年代表台灣前往歐盟就讀GLOCAL，我願將台灣的價值發揚海外並力促國民外交。,zeczec",29 天,2022/08/19 12:00 – 2022/10/17 23:59,2022/08/19 12:00:00,2022/10/17 23:59:00
【如記食品 ｜純天然食材、可即食、可送禮の健康禮盒】,如記食品有限公司,243240,850,https://www.zeczec.com/projects/ruji-food01,"如記禮盒即將開放預購 （讓你能烤肉，送禮，無負擔的吃！喝！玩！） 參與募資還可以得到這份禮盒的大優惠價喔！ ​ 如記食品成立於1982年，2004年開始與7-11統一合作，研發並生產冷凍...,zeczec",17 天,2022/08/19 12:00 – 2022/10/05 23:59,2022/08/19 12:00:00,2022/10/05 23:59:00
《神塔羅》｜第一套以台灣信仰為主題的MIT塔羅牌,GMT+8,666650,1300,https://www.zeczec.com/projects/spirittarot_taiwan,"▪️榮獲 2022 嘖嘖提案大賽出版組佳選（第四名）▪️以佛 / 道教與原住民自然信仰為軸，結合西方塔羅， 讓你使用的同時，彷彿獲得雙倍的指引與力量。,zeczec",28 天,2022/08/18 20:00 – 2022/10/16 23:59,2022/08/18 20:00:00,2022/10/16 23:59:00
★仙女棒顯濕布尿布2.0★全球獨創尿濕顯示，新手一布到位！瞬吸乾爽，環保省錢超有感！,自備客,781222,1699,https://www.zeczec.com/projects/sparkiediaper2,"守護敏弱屁屁的MIT布尿布，帶著更合身親膚、耐久好用的設計重新回歸！去污不沾手，洗衣機就很乾淨，每個人都能輕鬆上手！,zeczec",30 天,2022/08/18 20:00 – 2022/10/19 02:00,2022/08/18 20:00:00,2022/10/19 02:00:00
最後1天！《Pathogen疫途》醫療vs瘟疫，創新機制的不對稱雙人對戰桌上遊戲！,深顏色工作室,203920,790,https://www.zeczec.com/projects/Pathogen,"一場瘟疫悄悄在人間與冥界擴散！究竟是醫療的力量能夠及時阻斷疾病傳播，還是瘟疫會更快的溢滿世界？創新的移動機制，帶給你截然不同的思考體驗！,zeczec", 15 小時,2022/08/18 20:00 – 2022/09/19 23:59,2022/08/18 20:00:00,2022/09/19 23:59:00
《口袋烏龜Pocket Tortoise》多種烏龜任你養，帶你體驗養龜生活,雲灣資訊有限公司,69931,200,https://www.zeczec.com/projects/PckTt,"可愛療癒的飼養烏龜手遊🐢 除了讓你飼養收集多種烏龜之外，還可以瞭解烏龜相關知識。現已上線一個小版本，我們想要豐富遊戲內容，讓大家更認識烏龜。期待你加入養龜生活！,zeczec",29 天,2022/08/18 18:00 – 2022/10/18 18:00,2022/08/18 18:00:00,2022/10/18 18:00:00
【A\O小帥勾】A\O idea 掛勾＋充電線理線器＋萬向球頭擴充＝3合1多功能車把掛勾,A\O idea,119300,680,https://www.zeczec.com/projects/ao-idea,"裸把車款輕改裝，高強度鋁合金防鏽材質，掛勾結合理線器，騎乘充電更安全；擴充標準1吋萬向球頭，擴充加裝配件隨心所欲，更換超便利！一支板手即可完成安裝，安裝一次，三種功能全部擁有！ ,zeczec",12 天,2022/08/17 21:00 – 2022/09/30 23:59,2022/08/17 21:00:00,2022/09/30 23:59:00
Cool Smile 乾式行動水冷扇 ｜強力涼風有感直吹，乾爽不濕悶！,ecostar Taiwan,994578,2550,https://www.zeczec.com/projects/cool-smile,"打破你對水冷扇的既定印象！獲取台灣專利技術認證，無濾網的水冷扇也可以清涼有感，長久使用無需擔心高額電費！,zeczec",17 天,2022/08/17 20:00 – 2022/10/06 02:00,2022/08/17 20:00:00,2022/10/06 02:00:00
日本Amvel傘最新力作！VERYKAL 8｜超進化羽量自動傘，市面上最輕8骨自動傘！安全防反彈、結構大升級，一把好傘一次到位！,Single Step,757120,1280,https://www.zeczec.com/projects/amvel-verykal8,"不要再將就地買傘了，不如一隻好傘陪你度過日常。超輕量230g之外，雨傘結構全面升級：抗風、防曬、速乾一次滿足！,zeczec",12 天,2022/08/17 12:00 – 2022/09/30 23:59,2022/08/17 12:00:00,2022/09/30 23:59:00
Besty表特紫錐菊私密氣墊噴霧-私密肌保養神器｜乾癢/異味/痘痘一瓶徹底修護您的私密肌,Besty表特紫錐私密氣墊噴霧,911661,890,https://www.zeczec.com/projects/besty,"全球首款美國進口台灣研發【私密瞬間乾爽抗菌】Besty表特私密肌保養神器,zeczec",13 天,2022/08/17 12:00 – 2022/10/01 23:59,2022/08/17 12:00:00,2022/10/01 23:59:00
紙想告訴你-以紙雕收藏台灣百岳之美,明岳整合行銷有限公司,13267,1386,https://www.zeczec.com/projects/mountainnotebook,"我們將立體紙雕原創帶入台灣百岳筆記，內容除了水墨插圖，並邀請洪新富紙雕大師一起參與這次環保紙雕筆記本設計的專案，打開筆記還能看到台灣高山稀有動物的立體紙雕作品，讓百岳筆記本更有意義。,zeczec",27 天,2022/08/17 12:00 – 2022/10/15 23:59,2022/08/17 12:00:00,2022/10/15 23:59:00
日本製JAPAN99~絆~口罩 | 12小時長時間戴佩OK・超立體設計的空間，讓您呼吸順暢!,japan99masuku,12273,467,https://www.zeczec.com/projects/japan99masuku,"來自日本鳥取縣製造的口罩，為了使呼吸更加順暢，並且可以長時間配戴，超立體空間的設計讓您在與人交談時，輕鬆自如!,zeczec",29 天,2022/08/17 12:00 – 2022/10/17 23:59,2022/08/17 12:00:00,2022/10/17 23:59:00
讓你家沙發一秒變人體工學椅-Necfree頸腰兩用減壓枕，完美頸腰支撐設計，實現無比放鬆的幸福坐感！（好評改良版）,三寶牙醫吳國源-減壓專家,116939,1599,https://www.zeczec.com/projects/necfree,"工作好累到家脊椎不能休息嗎？沙發太軟讓您脊椎痠痛嗎？看電視打電動讓您腰酸背痛？醫師專利研發，首創頸腰兩用脊椎支撐設計，讓沙發的懶骨頭都能變正骨頭，頸腰減壓給您僅次於床的放鬆，跟烏龜頸富貴包說掰掰！,zeczec",13 天,2022/08/16 20:00 – 2022/10/01 23:59,2022/08/16 20:00:00,2022/10/01 23:59:00
▋募資倒數 5 天！▋萬播T6R Max - 投影王者回歸！最強 CP 值，劇院級享受隨手帶著走！,睿濬國際,7333471,9190,https://www.zeczec.com/projects/t6r-max-cp,"曾創下嘖嘖募資 4000 萬最高紀錄的投影機王者回歸！小套房也能投出 200 吋巨幅螢幕！追劇、玩遊戲、露營星空電影院？T6R Max 讓你用最高的 CP 值，為小空間創造沈浸式的大體驗！,zeczec", 39 小時,2022/08/16 12:00 – 2022/09/20 23:59,2022/08/16 12:00:00,2022/09/20 23:59:00
《盡頭》A Crow Looked At Me 紐約大學｜學生製作長片,A Crow Looked At Me 劇組,7900,1200,https://www.zeczec.com/projects/a-crow-looked-at-me,"面對姐姐朝不保暮的病情，無從面對的年輕女孩耗盡全身的力氣投入淨灘的工作，卻意外將自己捲入關乎世界末日的謎團。,zeczec",28 天,2022/08/16 12:00 – 2022/10/16 23:59,2022/08/16 12:00:00,2022/10/16 23:59:00
Petner:毛孩兩用包，打造２合１專屬外出包，與狗狗外出-牽繩包包一次搞定！,PETNER,14967,100,https://www.zeczec.com/projects/petner,"𝙋𝙚𝙩𝙣𝙚𝙧 期盼為狗狗帶來更好的生活體驗 ,兼具時尚＆設計的機能包款。 #𝙋𝙚𝙩+𝙋𝙖𝙧𝙩𝙣𝙚𝙧=𝙋𝙚𝙩𝙣𝙚𝙧,zeczec",12 天,2022/08/15 21:00 – 2022/09/30 22:00,2022/08/15 21:00:00,2022/09/30 22:00:00
紀錄片電影《大俠胡金銓》講座及手繪海報展集資計畫：邀請您與大俠同行,華映娛樂股份有限公司,4600,100,https://www.zeczec.com/projects/thekingofwuxia,"本次希望透過群眾募資，號召大家一起再次認識這位武俠電影大師。本次募資的款項，將會用於全台講座活動以及手繪海報展等活動曝光。希望透過各式活動讓更多年輕創作者認識這位勇敢追夢的導演。,zeczec",12 天,2022/08/15 21:00 – 2022/09/30 23:59,2022/08/15 21:00:00,2022/09/30 23:59:00
余凱揚首張個人專輯《梁山伯分手祝英台》募資計劃,怡佳娛樂經紀股份有限公司,169441,299,https://www.zeczec.com/projects/KaiYang0124,"一位很不一樣的新人，一個新時代的年輕範本⋯⋯余凱揚,zeczec",22 天,2022/08/15 20:00 – 2022/10/10 23:59,2022/08/15 20:00:00,2022/10/10 23:59:00
【一張讓番茄重生的面膜】產地植送，海島系氧顏 / 小紅牛牛番茄植萃保濕面膜,小紅牛番茄,127680,750,https://www.zeczec.com/projects/tomatostord,"深耕在地數十年的植農團隊，從台灣產地出發，萃取台灣農民契作牛番茄、與積雪草等豐富植萃的氧顏精華，以台灣風土的在地能量，量身研發最適合台灣人肌膚的保養聖品，在地採植、在地製造，是我們的島嶼永續保養美學。,zeczec",11 天,2022/08/15 20:00 – 2022/09/29 23:59,2022/08/15 20:00:00,2022/09/29 23:59:00
捐筆電很簡單你在怕什麼？你捐電腦，我幫你銷毀資料！ | 【救舊IT捐助啟動計畫】,CUEITAD,157531,99,https://www.zeczec.com/projects/cueitad,"透過【救舊IT捐助啟動計畫】，你的二手筆電資料可以安心銷毀又可以捐贈做愛心！讓我們一起將閒置筆電回收整理，捐贈給有需要的人吧！,zeczec",11 天,2022/08/15 20:00 – 2022/09/29 23:59,2022/08/15 20:00:00,2022/09/29 23:59:00
《WEEEEED》大麻牌 - 台灣首創迷幻大麻撲克牌產品 #聚會 #話題人物,牌迷仔 piMIA,166888,380,https://www.zeczec.com/projects/weeeeed,"【一拿出來，你就是全場焦點】狐朋狗友打牌喝酒，配大麻牌更帶感。首批產品內含大麻纖維，盡速把握！！,zeczec",13 天,2022/08/15 18:00 – 2022/10/01 23:59,2022/08/15 18:00:00,2022/10/01 23:59:00
『手作地毯 tufting』居家盒， 在家也可以自在打出一片屬於自己的地毯！,小紅花藝文工廠。手作地毯,0,7380,https://www.zeczec.com/projects/tufting,"『手作地毯 tufting』居家盒，二種易上手的圖案自由選擇，低門檻就可以享受手作地毯的樂趣～,zeczec",12 天,2022/08/12 12:00 – 2022/10/01 00:00,2022/08/12 12:00:00,2022/10/01 00:00:00
【一二土作｜溫品設計瓷品禮盒】職人原創x動物療癒你的日常，來點不一樣的食器吧！,一二土作One Two Ceramic,4164,450,https://www.zeczec.com/projects/onetwoceramic,"『一二土作，溫品製作』 原創設計食器，由心做出保有質感、溫感、手感的餐具。六款動物角色的杯碗陶瓷禮盒，客製化送禮小話語，送給你想療癒的那個人。,zeczec",14 天,2022/08/12 12:00 – 2022/10/02 23:59,2022/08/12 12:00:00,2022/10/02 23:59:00
「穿與引」一部走入泰雅的短篇詩集 | 馥森阪治體驗式晚餐 Fun Dining,馥森 阪治Trio,61800,3360,https://www.zeczec.com/projects/fun-dining,"以演員和故事結合晚餐餐點出菜，在時間的推進中，享用一段特別的體驗式晚餐。,zeczec",6 天,2022/08/12 09:00 – 2022/09/25 17:00,2022/08/12 09:00:00,2022/09/25 17:00:00
【iMiniDV X4】內建式安全帽行車記錄器｜3秒快拆｜ Wifi連接｜AI智慧啟動｜真人語音｜GPS測速｜守護你的「型」車安全,聯合總部 Federal Headquarters,6195782,3280,https://www.zeczec.com/projects/iminidv-x4,"100% 極隱蔽＋1080p 全高清＋140° 超廣角＝ 你無懼三寶｜不怕碰瓷的秘密武器｜google精準定位｜超高續航,zeczec",12 天,2022/08/11 12:00 – 2022/09/30 23:59,2022/08/11 12:00:00,2022/09/30 23:59:00
【蕭紫菡舞蹈劇場】—— 《罪愆》(OFFENSE)，前進西班牙MASDANZA編舞大賽 募資計劃！,蕭紫菡,267710,600,https://www.zeczec.com/projects/OFFENSE---MASDANZA,"作品《罪愆》(OFFENSE)入圍歐洲最佳舞蹈節——西班牙MASDANZA編舞大賽，欲募足機票及相關費用前往，盼獲各界支持。,zeczec",28 天,2022/08/11 12:00 – 2022/10/16 23:59,2022/08/11 12:00:00,2022/10/16 23:59:00
2023 日月之書 療癒寶盒~ 內含：療癒魔法手帳、能量桌曆、水晶靈擺、療癒寶石，再送萬元精美影音課程！做自己的療癒師，讓生活成為神聖儀式，用日日月月 書寫你的幸福春秋！,《河流》身心靈療癒誌,800903,2380,https://www.zeczec.com/projects/z-b0e440231f,"快打開這個魔法寶盒，和我們一同啟程吧！日子可以這樣過，日誌可以這樣寫，這是一場足以轉化你生命的儀式，每個人都是偉大的療癒師，讓我們在玩耍中療癒，在愛與覺知中，用日日月月，書寫你的幸福春秋！,zeczec",12 天,2022/08/11 10:00 – 2022/09/30 23:59,2022/08/11 10:00:00,2022/09/30 23:59:00
【WOOD小小兵｜來自台灣的檜木精靈】最香的檜木公仔！檜木與精油的搭配，公仔也能是擴香木，給你森林的自然清香,木頭方程式,400516,770,https://www.zeczec.com/projects/wood-robot,"台灣檜木與金屬零件創造的工業風DIY公仔，與檜木精油搭配，公仔也能是擴香木，給你森林的自然清香,zeczec",12 天,2022/08/10 20:00 – 2022/09/30 23:59,2022/08/10 20:00:00,2022/09/30 23:59:00
早鳥優惠最後倒數！Lazervida 10W 雷射雕刻機 ► 超高效能，「輕」民登場！​,FLUX Inc.,8118266,13900,https://www.zeczec.com/projects/Lazervida,"顏值、實力、CP 值三者兼具，挑戰更「輕」巧、最「親」民雷射雕刻機。Lazervida 擁有超高品質雷射功率， 並涵蓋專業雷雕效能，熱愛創作的你一定會愛不釋手！,zeczec",6 天,2022/08/10 12:00 – 2022/09/24 23:59,2022/08/10 12:00:00,2022/09/24 23:59:00
【 專為孩子精心打造｜coobee 2.0 】 2in1 手搖 / 電動雙升降兒童成長書桌，馬達輕鬆拆卸好安裝！美觀、安全、實用兼具！,欣美SingBee,2694401,29490,https://www.zeczec.com/projects/coobee,"熱銷海內外的coobee 這次進化為電動桌，克服傳統電動桌故障就要整張丟棄的困擾，一張能實現從小用到出社會的兒童電動桌！清新色調，任何裝潢風格都好融入！,zeczec",24 天,2022/08/10 12:00 – 2022/10/12 23:59,2022/08/10 12:00:00,2022/10/12 23:59:00
日本旭川折折墊 | 多用途三角靠墊隨你折疊，體驗減壓生活新折學！,日本旭川,776280,2490,https://www.zeczec.com/projects/zhe-zhe-pillow,"給想減壓放鬆的你，三大「折」學體驗！專利折疊設計搭配高密度記憶芯，符合人體工學、慢回彈高支撐，將壓力交給折折墊，打造居家減壓「折」學生活！,zeczec",5 天,2022/08/10 10:30 – 2022/09/23 23:59,2022/08/10 10:30:00,2022/09/23 23:59:00
《小島散步》2023 木框掛曆×散步小包｜花的美好祝福 ft. 錦源興台南百年布莊,Better Life好感生活研究所,1388402,890,https://www.zeczec.com/projects/betterlife2023,"「台灣的可愛，想讓全世界知道！」《小島散步》2023年木框掛曆以「花的美好祝福」為主題，描繪台灣四季花卉景點與花語祝福，並攜手「錦源興台南百年布莊」聯名合作獨家印花「小花園散步小包」。,zeczec",18 天,2022/08/09 21:00 – 2022/10/06 23:59,2022/08/09 21:00:00,2022/10/06 23:59:00
【 CoolBar．酷吧！冷萃咖啡機 】 我的咖啡我決定，個人隨行咖啡吧,Inpure,1040370,3880,https://www.zeczec.com/projects/coolbar-coffeemaker,"不須加冰水，半導體急速製冷，冷萃咖啡 𝒔𝒐 𝒆𝒂𝒔𝒚。5℃鮮萃，不加冰塊 ，享受原味不稀釋。4小時恆冷，第一口到最後一口一樣冰爽。入口滑順 ，仿職人手法 360°離心萃取。,zeczec",11 天,2022/08/09 21:00 – 2022/09/29 23:59,2022/08/09 21:00:00,2022/09/29 23:59:00
【東龍嚴選】享淨淨 | 冰溫熱逆滲透淨飲機，六段智能溫控 ‧ 生水過濾 ‧ 自動生成富氫水,東龍家電,597090,13800,https://www.zeczec.com/projects/TE-521i,"東龍家電嚴選桌上型免安裝過濾淨水器，一鍵出水、3秒瞬熱，同時享有六段智能溫控及富氫水功能，無須拉線安裝，即插即用空間自由。,zeczec",43 天,2022/08/09 20:00 – 2022/10/31 23:59,2022/08/09 20:00:00,2022/10/31 23:59:00
｜ 法式洛林鄉村鹹派 quiche｜ 外國捧友都舉大姆指的純天然食材手工鹹派！一起來實現「城市中的小木屋🛖」計畫～,We&Me Cafe 好好文化創意,2776,1388,https://www.zeczec.com/projects/quiche,"好的美食，總是需要有人來品嚐，才懂得她的美味，順便感受幸福的滋味。,zeczec",5 天,2022/08/09 12:00 – 2022/09/23 23:59,2022/08/09 12:00:00,2022/09/23 23:59:00
【紙想典藏 · 楊奉琛】數字疊疊樂｜結合拼圖與積木玩法，讓藝術可以這麼好玩~,YUYU ART X 數字雕像,188740,1580,https://www.zeczec.com/projects/yuyu-yang-museum,"我們深信每件雕塑都有個故事，值得親手品味。台灣原創，結合拼圖與積木的玩法，帶你輕鬆拼出光雕大師的作品，讓家變成美術館～,zeczec",21 天,2022/08/09 12:00 – 2022/10/09 23:59,2022/08/09 12:00:00,2022/10/09 23:59:00
最後的領地｜顛覆你想像，史上第一款動態情境桌遊,未來島嶼工作室,63968,1999,https://www.zeczec.com/projects/IslandGone-futureislandstudio,"最後的領地是一款直接將「海平面上升」擺在你面前的桌遊，透過從桌面長出來的冰川世界讓你沈浸式地感受全球暖化的世界。在歡樂的冰與水中學習，讓孩子自發探索環境議題，培養良好的生活習慣。,zeczec",20 天,2022/08/08 21:00 – 2022/10/08 23:59,2022/08/08 21:00:00,2022/10/08 23:59:00
【 光邑不倒梯 】 世界首創-讓安全「看得見」的第一首選！顛覆你對梯子的印象,光邑實業股份有限公司,1447597,6599,https://www.zeczec.com/projects/LY-Unfalling-Ladder,"為鋁梯帶來嶄新革命！多角度與工作環境完整貼合 x 1 秒超快速單腳收折 x 高達45段數使用，榮獲發明獎殊榮的創新產品體驗,zeczec",12 天,2022/08/08 12:00 – 2022/09/30 23:59,2022/08/08 12:00:00,2022/09/30 23:59:00
🔥限量優惠倒數🔥 FIBRE FACE 3D結構光人臉辨識｜琺博電子鎖！抗菌抗病毒防火防水！銀離子(Ag+)塗層，阻斷傳播鏈！,琺博門鎖FIBREKEY,110500,25500,https://www.zeczec.com/projects/fibre-face,"FB92築光為3D結構光電子鎖，透過16000點3D結構光技術，先進的位移響應，極速辨識秒開門，讓你走到門口，就已解鎖。,zeczec",12 天,2022/08/08 10:30 – 2022/10/01 00:00,2022/08/08 10:30:00,2022/10/01 00:00:00
【絲路未央】創新跨界舞劇｜前世今生．愛不停歇 全台巡迴,飛天舞集,230154,150,https://www.zeczec.com/projects/silkroadneverends,"飛天舞集創團10週年創新跨界舞劇巡迴演出，舞蹈．戲劇．光雕．西塔琴．扯鈴，攜手穿越千年絲路，呈現愛與覺醒的藝術饗宴,zeczec",5 天,2022/08/04 19:00 – 2022/09/23 23:59,2022/08/04 19:00:00,2022/09/23 23:59:00
CO x CO Cube | 會呼吸的方塊燈 | 偵測空間內的二氧化碳濃度，替你守護空氣的流通性 | 用顏色告訴你，是否該讓空氣流通了！,CO x CO Cube,17456,2999,https://www.zeczec.com/projects/co-x-co-cube,"會呼吸的方塊燈，隨時偵測空氣中的二氧化碳濃度，替您守護空氣的流通性，根據空氣的流通性，壓克力燈光的顏色會產生動態變化。,zeczec",16 天,2022/08/04 12:00 – 2022/10/04 23:59,2022/08/04 12:00:00,2022/10/04 23:59:00
全球首幅 -【 梵谷•鳶尾花 】3D多層次浮雕夜光燙金拼圖 暨 清水模預鑄版畫,羅曼朵 婚卡,337181,1360,https://www.zeczec.com/projects/hdh-iris,"3D多層次深度浮雕，每個人都能摸的藝術拼圖，從紙張浮雕燙金技術到清水模工法，我們以創新技術追求生活的藝術。,zeczec",12 天,2022/08/04 11:20 – 2022/09/30 23:59,2022/08/04 11:20:00,2022/09/30 23:59:00
最後倒數！常陸風月堂【萬羊羹】：日本最頂級和菓子首度登台！嚴選茨城縣極品栗子，職人傾注祖傳 70 年技術製成,常陸風月堂,569111,2599,https://www.zeczec.com/projects/manyokan,"茨城縣知名和菓子老店『常陸風月堂』選用頂尖『飯沼栗』及北海道十勝紅豆，以累積逾 70 載的技術製作出業界史無前例的絕品『萬羊羹』。,zeczec", 39 小時,2022/08/03 20:00 – 2022/09/20 23:59,2022/08/03 20:00:00,2022/09/20 23:59:00
