projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
詩人導演盧建彰 Ｘ 零廢時尚Story Wear ｜用零廢時尚與詩集，讓你跟我的世界變好,Story Wear,243780,420,https://www.zeczec.com/projects/storywear_Kurt,"將詩集背後的故事，穿在身上｜以自由平等博愛為主題，探討生態環境、社會勞權、經濟貧富差距、世代剝奪衝擊，真心誠意，沒有偽裝，紀念你為世界投入的偉大貢獻。,zeczec",2 天,2022/09/21 21:00 – 2022/11/18 23:59
【精裝典藏】2022大勢韓劇｜人生劇創造者 ‧ 盧熙京《我們的藍調時光》劇本雙書,新經典文化,217711,999,https://www.zeczec.com/projects/OurBlues,"「這是一部為站在生命的盡頭、頂峰或是起跑點的所有人所寫的應援故事。」──盧熙京,zeczec",11 天,2022/10/25 12:00 – 2022/11/28 02:00
YOSHIDA 日本吉田職人銼刀｜指尖的極致俐落潔淨，燕三条百年工藝｜同場加開：毛小孩寵物專用銼刀,Single Step,670940,1080,https://www.zeczec.com/projects/yoshida-japan,"「吉田銼刀製作所」創立於1900年，位於日本金屬工藝之都燕三条。一百二十年來僅專注以純手工製作精良銼刀。容易斷裂不易修剪的脆弱指甲也能使用，輕輕劃過就能保持潔淨俐落。特別開賣台灣獨家霧銀限量款!,zeczec",19 天,2022/11/08 20:00 – 2022/12/05 23:59
2023【3D 紙雕地球日曆】- 是日曆，更是收藏品。用 365 天，創造一個世界,紙志,5372687,1980,https://www.zeczec.com/projects/earth-calendar-2023,"【全台首發 X 台灣節日 X 繁體中文】結合 3D 立體雷雕技術，還原真實地貌高低。讓撕日曆的每一天，成為藝術創作的過程。,zeczec",5 天,2022/10/06 12:00 – 2022/11/22 02:00
CHIMEI奇美 瞬熱智慧溫控飲水機｜制霸市面瞬熱飲水機，容量、面板、規格、品質全面大升級，高貴不貴，一鍵瞬熱,CHIMEI 奇美家電,4962817,3680,https://www.zeczec.com/projects/chimei,"304不鏽鋼導熱出水管專利技術，完美克服瞬熱出水難題，SGS認證不含雙酚A安全大容量水箱，5層淨化TÜV認證專業濾心，6大安全保護，免擔心乾燒、跳電、過熱等問題，讓你一鍵瞬熱，安心飲水。,zeczec",23 天,2022/10/26 10:30 – 2022/12/09 23:59
馬曆2023／做一隻不會在龜兔賽跑中輸掉比賽的兔子,新加坡商艾雅思股份有限公司台灣分公司,2512773,920,https://www.zeczec.com/projects/MarknMary2023,"原子習慣說，只要每天進步1%，一年累積下來，你就會成長3700%！ 問題是，我們要從哪裡開始下手，要如何有意識地做出改變呢？ 就讓馬曆成為你每日的提醒吧！,zeczec",15 天,2022/10/01 10:01 – 2022/12/01 23:59
【CA160-超疏水膜】滴水不沾、視線清晰、持久耐用！地表最強防雨貼膜,淨對流 X 科學研選,2846332,390,https://www.zeczec.com/projects/ca160,"世界首款奈米微針超疏水膜。經科學實測，不沾水能力與耐用度皆為市售最強！輕鬆提升雨天行車安全，保持優雅好心情~,zeczec",34 天,2022/10/20 13:00 – 2022/12/20 23:59
HoldU 懶人沙發椅｜是懶骨頭，更是床墊 ＆ 支撐沙發！一椅三用大革新，Hold Your Life！,WM台客嚴選,4293843,3690,https://www.zeczec.com/projects/holdu,"360 度沉浸包覆，享受懶骨頭帶來的放鬆，加上台灣製的支撐設計，包覆兼具支撐，怎麼坐都舒適，讓一椅適用多種生活情境，一張顛覆你想像的懶人沙發，不只是懶骨頭，也是支撐沙發，更是單人沙發床！,zeczec",12 天,2022/09/20 12:00 – 2022/11/28 23:59
2023年《365環球曆》每天帶你去環遊世界的日曆,Fiona環遊世界,966149,950,https://www.zeczec.com/projects/travel365,"一秒出國，環遊世界365天；文化體驗，輕鬆建立國際觀。環球旅人Fiona花費20年，精選全球77國+南極熱血製作。,zeczec",15 天,2022/09/26 20:00 – 2022/12/01 23:59
2023 真屌曆｜日日有屌，日日都屌！,Lanpar,882189,888,https://www.zeczec.com/projects/good-chicken-calendar-2023,"療癒系插畫家 Lanpar 重磅出擊，為大家帶來充滿ㄐㄐ的 2023,zeczec",14 天,2022/09/12 20:00 – 2022/11/30 23:59
【 HTVRONT ｜熱轉印/熱昇華 平燙機】全自動化智慧方案，轉印昇華從此一鍵搞定！,HTVRONT Taiwan,1720900,9680,https://www.zeczec.com/projects/htvront,"操作直覺、智慧體驗、受熱均勻、安全可靠是我們堅持的平燙機創新首選；而多材料可用、精度出色、轉印面積廣、加熱速度快更是我們的品質追求。自動壓制系統，改進了傳統的手動壓力機。,zeczec", 10 小時,2022/09/08 12:00 – 2022/11/17 02:00
Mirolive-塔芭絲可 3D募資計畫,米諾文創娛樂有限公司,571488,100,https://www.zeczec.com/projects/mirolive-Tako3d,"透過群眾募資達成3D化模組,zeczec",8 天,2022/09/25 19:00 – 2022/11/24 23:59
2023 明想正念日曆 Bit By Bit Calendar｜用日復一日的美好・切換內心的開關,dxpresso,893465,820,https://www.zeczec.com/projects/dxpresso-bit-by-bit-calendar,"給初學者的正念日曆，透過365天明想每日提醒 + 每日療癒圖形，讓大腦進入短暫的正念狀態、消除眼睛疲勞，陪你一點一滴的累積，一天比一天進步！,zeczec",12 天,2022/09/16 12:00 – 2022/11/28 23:59
▍Suzzi 雙芯護淨蓮蓬頭 ▍三重防護，打造純淨水，耗材減量愛護地球,Suzzi,639770,1950,https://www.zeczec.com/projects/suzzishower,"你在乎飲用水，是不是卻忽略了生活用水? 首支以""台灣水質""而設計的蓮蓬頭，只需從出水末端就可以簡易、快速、輕鬆改善水質。,zeczec",13 天,2022/10/20 12:00 – 2022/11/30 03:00
✶LIGHtogo 最強殺菌神器✶ 100%安全無顧慮！,長虹光電,531503,1300,https://www.zeczec.com/projects/lightogo-uvc,"車用UVC殺菌燈強勢來襲， 超懶人神器３步驟輕鬆安裝，隨車內空調出風98.4%滅毒殺菌！從最根本源頭持續有效循環滅菌！九大特色全面淨化車內空間，司機乘客都安心！,zeczec",14 天,2022/08/31 12:00 – 2022/11/30 23:59
SUMI BE BOX 日本職人烤爐頂級之作｜炭火遠紅外線極致燒烤體驗｜耐熱輕薄琺瑯折疊鋼桌,Single Step,481020,7800,https://www.zeczec.com/projects/tifg-sumi-be-box,"底部隔熱、集灰盤、置物邊桌、炭火盒、防火罩、琺瑯鋼烤架及網叉等，日本手工打造的11個不鏽鋼配件，緊湊收納便攜箱體。烤肉滴油不冒火焰濃煙，職人追求美味又精緻的燒烤體驗！同場加開：日本製折疊琺瑯鋼板桌,zeczec",19 天,2022/11/01 12:00 – 2022/12/05 23:59
3ZeBra｜Go Stand ! 異次元站立收納包｜讓人怦然心動的人生整理魔法，一開即站立，你的生活即戰力。,三隻斑馬 3ZeBra,667961,990,https://www.zeczec.com/projects/go-stand,"站立式設計以及豐富的隔層，讓每個不易收納的小物，都有它專屬的「家」，並且好拿又好放。一個好的「收納包」不只有收納功能，而是成為生活的補給站。,zeczec",14 天,2022/09/28 12:00 – 2022/11/30 23:59
飲酷杯 Inst. Cool ｜ 拿起就喝、自動關蓋，騎車、日常萬用飲料杯 ,飲酷杯 Inst. Cool,669600,899,https://www.zeczec.com/projects/incoolcup,"放下藏吸管，拿起一秒喝。成為馬路上最快喝到乾淨飲料的人。專利設計、全球唯一單手就能藏吸管的環保杯。,zeczec",14 天,2022/09/06 21:00 – 2022/11/30 23:59
翁鈺鈞首張個人專輯《欲嫁女人心》募資計劃,怡佳娛樂經紀股份有限公司,1084876,299,https://www.zeczec.com/projects/WengYuJun-Album,"一個懷著希望夢想而唱的女生，將要把過去所聚集的能量，全心注入首張個人全新創作專輯中，唱乎你聽！,zeczec",45 天,2022/09/23 20:00 – 2022/12/31 23:59
2023喵兔Q生活萌日曆｜365天不重複可愛動物插畫×每日召喚好心情療癒魔法,有貓貓,1075660,740,https://www.zeczec.com/projects/yomaomao2023calendar,"365天兔兔與喵喵接棒賣萌，每日杯口笑話一撕就有好心情～每個早晨，都被兔兔與喵喵的軟萌給可愛醒！,zeczec",9 天,2022/09/06 11:30 – 2022/11/25 23:59
2023《身體曆行》插畫週曆 ✷ 照顧自己、放鬆身心的52個療癒提案,Thisis Yali（鏡物觀察室）,220348,730,https://www.zeczec.com/projects/BodyFirst2023,"週曆 × 可攤平手帳！讓穴道保健知識及儀式感提案，陪你照顧身體、自我療癒、開展豐盛生活♡,zeczec",6 天,2022/09/28 21:00 – 2022/11/22 23:59
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,586366,1460,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",36 天,2022/10/17 21:00 – 2022/12/22 23:59
ACERA活瓷能量杯 | 不可思議的神奇杯子，水、咖啡、茶、牛奶都變更好喝了,Weis,696200,3660,https://www.zeczec.com/projects/acera-energy-cup,"手工製作的隨身杯，杯身內膽能量釋放改變了分子結構，任何飲品倒入後都會產生神奇的變化，讓您無時無刻充滿驚喜！,zeczec",34 天,2022/10/25 12:00 – 2022/12/21 02:00
正老林（紅燒）羊肉爐 2022全新上市！重現記憶中老品牌道地熬煮的老味道！,正老林羊肉爐,28214,1199,https://www.zeczec.com/projects/Lamb-Hot-Pot,"全台第一家羊肉爐吃到飽連鎖店 - 正老林羊肉爐，2022年真空包全新上市。在家也能品嚐到記憶中老品牌道地熬煮的老味道！,zeczec",45 天,2022/11/07 20:00 – 2022/12/31 23:59
《台灣機車百態｜The Scooters of Taiwan 》英國插畫家 Tom Parker 筆下最逗趣的機車街景！,Tom Parker X 海吉工作室,507519,1350,https://www.zeczec.com/projects/taiwan-scooters-100,"去年進行《台北地圖》集資時，我把這些可愛的騎士們做成《台灣味》貼紙，沒想到收到大家熱烈迴響，於是開啟了這個《台灣機車百態》的計畫，完成了更多可愛小車車！,zeczec",34 天,2022/11/02 21:00 – 2022/12/20 23:59
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,318317,1270,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",36 天,2022/10/19 09:00 – 2022/12/22 23:59
【左撇子 x 杜力】超 Chill 聯名 小小一片就讓你萩到不行的巧克力 Chillcolate 萩克力,左大嚴選,71260,1560,https://www.zeczec.com/projects/x-chill-chillcolate,"全台首創，添加 Terpene 的放鬆巧克力！放鬆專家『左撇子』與巧克力專家『杜力』攜手合作，拯救被文明病纏身、天天壓力爆棚的各位！,zeczec",29 天,2022/11/02 21:00 – 2022/12/15 23:59
2023《365養食曆》｜365天 五行×五季×五臟 養生食補日曆 ,漾品啟鎂,665150,999,https://www.zeczec.com/projects/calendar365,"這是一本將養食觀念結合東方五行概念的養生食補日曆， 跟著時節這樣吃，讓您食在健康、食全食美！,zeczec",14 天,2022/09/28 12:00 – 2022/11/30 23:59
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,563910,968,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後是世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了雨傘應有的強韌程度。預期將可賦予我們的產品-極工傘真正的輕巧易...,zeczec",41 天,2022/11/01 07:00 – 2022/12/27 23:59
運動數據就在你眼前! 即時智能顯示給你全新騎乘感受：【ION SPORT 自行車智能顯示器】,ION SPORT,280496,3299,https://www.zeczec.com/projects/ion-sport,"ION sport 透過無線通訊與感測裝置與手機連接，就可即時監控的你的運動數據。The game is on 整裝待發，換我上場！,zeczec",34 天,2022/11/07 11:30 – 2022/12/21 02:00
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,306656,680,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",34 天,2022/09/14 21:00 – 2022/12/20 23:59
《梗圖黃牌》最異想天開的圖文配對！迷因梗王就是你！,多重宙文創娛樂,627000,1680,https://www.zeczec.com/projects/TW-MEME-Yellow-Cards,"最歡樂的派對桌遊《黃牌》推出全新商品，匯集台灣最熱門的各種迷因。如果配出太冷的梗可是會被發黃牌的喔！,zeczec",53 天,2022/11/07 20:00 – 2023/01/08 23:59
整體美形 塑身背心　REI,臺灣體芽股份有限公司,66459,911,https://www.zeczec.com/projects/rei,"日本熱銷!!解決身體煩惱的救星!!　　　　　　　　　　　罩杯式駝背矯正内衣　　　　　　　　　　【整體美形 塑身背心REI】,zeczec",40 天,2022/11/07 12:00 – 2022/12/26 23:59
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,676520,3280,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",44 天,2022/10/05 12:00 – 2022/12/31 02:00
【Back to Fashion 從心學穿搭】跟著一線品牌掌舵手，學會穿搭技巧，定義獨一無二的你！,Back to fashion 從心學穿搭,131160,2980,https://www.zeczec.com/projects/back-to-fashion,"我們正在籌備一套穿搭課程，從人性結合服裝商品的視角切入，深入淺出解析不同風格穿搭的可能性，讓每一位參與者從中獲得啟發，並找到屬於自己的獨特風格。,zeczec",38 天,2022/10/24 20:00 – 2022/12/24 23:59
無尾香蕉動物學校｜友愛一起計畫｜【與動物相愛的練習】｜和插畫家李瑾倫一起創作你的毛孩故事,無尾香蕉動物學校,333112,1080,https://www.zeczec.com/projects/NBAS,"友愛一起計畫是無尾香蕉動物學校為所有人設計的同理心練習，透過30道練習題學習與動物相愛，搭配和插畫家李瑾倫一起共創專屬的毛孩繪本，增進人對於動物們的友善與友愛之心。,zeczec",12 天,2022/10/11 20:00 – 2022/11/28 23:59
2023 【社畜毋湯日曆】 珍惜生命 愛護社畜 | 365天超憤職場日常 ，每日職場宜忌招好運 x 可愛動物陪伴辦公日常,Gdesign,236272,780,https://www.zeczec.com/projects/MeowWWWu2023,"工作厭世焦慮的心情沒地方發洩嗎?! 以毒攻毒才是最好的心理治癒，接受不足的自己，勇敢的準時下班，坦然的周休二日吧！！,zeczec",15 天,2022/09/08 12:00 – 2022/12/01 23:59
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,653340,1780,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",36 天,2022/10/17 12:00 – 2022/12/22 23:59
2023【台灣．鳥．日子—365天手繪日曆】｜你的鳥類小百科｜最後倒數,台灣．鳥．日子,490573,790,https://www.zeczec.com/projects/lovebirds2023,"2023【台灣．鳥．日子—365天手繪日曆】手繪勾勒365隻鳥類，彩繪並記錄台灣及全球獨特鳥兒！引起台灣大眾對鳥兒的關注，入門學習鳥類的知識！,zeczec",5 天,2022/09/22 20:00 – 2022/11/21 23:59
O'day 萬年行事桌曆｜少砍一棵樹，少些電子廢棄物；能少一點是一點。,Smilingoods 生活裡的笑容,71750,590,https://www.zeczec.com/projects/Oday-Note,"獲國家發明專利的 O'day創新設計，不是紙、不用電、循環再用，是桌曆、是行事曆，更是萬年曆；省荷包，還兼顧環保！,zeczec",38 天,2022/11/06 21:00 – 2022/12/24 23:59
老屋創新生 X 鐵咖夢工房,小恬田十三間手作農坊,65300,1000,https://www.zeczec.com/projects/Coffeehouse,"我們將60年鄉村老屋整理修繕，創建「鐵鍋台灣咖啡夢工坊」實現細旅行沈浸式生活體驗，為彼此鼓舞為生命加熱！一間老屋 X 一咖鐵鍋 X 一杯咖啡 X 一份初心，承載並延續台灣鐵咖夢。,zeczec",15 天,2022/10/01 20:00 – 2022/12/01 23:59
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,488740,16800,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",29 天,2022/09/20 10:00 – 2022/12/15 23:59
🔥早鳥優惠🔥 潮方SHOW BOX｜是收納箱也是展示盒，1600萬色動態燈光，沈浸式光感隨音源律動🎵，智慧陳列你的潮鞋/包/錶/公仔收藏！,潮方SHOWBOX,244598,2260,https://www.zeczec.com/projects/show-fun-box,"燈光是陳列表現中最不可或缺的一部分，『潮方SHOW BOX』獨特光隨律動技術，希望在光影交織中，創造出最奇幻的展陳體驗。 雲月有殊，光影無形。 Be Part of The Show.,zeczec",11 天,2022/10/18 21:00 – 2022/11/28 02:00
美國NASA太空衣材質布料，保持人體最舒適的恆溫黑科技「FirePro守護者機能外套」,Neo Choice ,502370,7990,https://www.zeczec.com/projects/firepro,"#地表最頂高規格的全機能外套# 水火不容 🔥 風雨無阻 💦 日本開發設計 🇯🇵 ,zeczec",12 天,2022/09/28 20:30 – 2022/11/28 23:59
襪！一起感受腳底繽紛世界 - JWP socks,JWP socks,6818,650,https://www.zeczec.com/projects/JWP-socks,"『時時感受好心情，日日品味好生活』是我們想傳達的目的，希望JWP可以每天給你滿滿元氣！,zeczec",19 天,2022/10/05 13:00 – 2022/12/05 13:00
我們在安靜中跳舞｜支持一場改變你我的演出，解放對人的自由想像,大可創藝,100080,650,https://www.zeczec.com/projects/danceinsilence2022,"一起支持十位聽障藝術家，共尋社會中未被探索、獨特而美麗的感知，啟發「我們都是人」的關懷底蘊,zeczec",4 天,2022/11/02 12:00 – 2022/11/20 12:00
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,177557,9999,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",14 天,2022/10/13 20:00 – 2022/11/30 23:59
【infinite-air 系列 風力發電機 】 在嚴酷環境下也能徹夜高功率發電,横浜GLOBAL TRADING,366894,13266,https://www.zeczec.com/projects/infinite-air-12,"在嚴酷環境下也能徹夜高功率發電！專業的【infinite-air 系列 風力發電】讓您替「意外之時」做準備,zeczec",4 天,2022/10/06 12:00 – 2022/11/20 23:59
咱逗陣來社頭『鬆勢三日節』,鬆勢三日節,125026,511,https://www.zeczec.com/projects/sunsetfestival2022,"2020年一群在地青年「希望居住的地方變得更好」，以彰化縣社頭鄉的傳統產業出發，編織了一場來自地方的土直派對：鬆勢三日節。,zeczec",14 天,2022/10/25 11:00 – 2022/12/01 02:00
【𝑴𝑶𝑶𝑴𝑬𝑵𝑻 台製木時慕門2.0】MIT 後立式木門 / 松木門框 + 日本PP面材 / 完整安裝，全面升級！,木時選品-木時國際建材股份有限公司,197980,18800,https://www.zeczec.com/projects/moomentdoor2,"累積多年裝修經驗，再次推出升級含門框的『木時慕門』，完整SOP木門裝修流程，搭配全新升級的松木門框與日本PP面材，安心的MIT台灣製作 ，為家裡安上一樘好看的高品質木門！,zeczec",44 天,2022/11/01 11:00 – 2022/12/30 23:59
無釦愛布棉｜全球第一片專利自黏布衛生棉 ∞ 有機棉，好環保、好固定、好清洗，適用各種褲型,和諧生活有機棉,340930,980,https://www.zeczec.com/projects/wego,"熱銷超過 600多萬片的愛布棉推出全新二代｜自黏無釦版！100%有機棉瞬吸乾爽 x 自黏耐用好固定 x 輕鬆洗淨，給您最天然透氣的貼身保護 ，無釦更自由，也照顧了地球,zeczec",45 天,2022/11/02 20:00 – 2022/12/31 23:59
【 椅研室｜TX370 人體工學椅】8段可調，你想要的舒適，都可以調！最符合你身型的韓國製 網格人體工學椅！,Chair Lab 椅研室,194460,8980,https://www.zeczec.com/projects/chairlab-tx370,"韓國品牌 Otthonos 擁有長達 40 年在辦公椅和人體工學椅領域研究開發與生產製作的經驗。在6D人體工學椅的98%好評後Otthonos 和 Chair Lab 椅研室再度攜手合作推出豪華...,zeczec",13 天,2022/10/26 12:00 – 2022/11/30 02:00
《用智慧的鑰匙打開每一天》2023 黃金名言日曆｜每日一句人生智慧，開啟生命之光,格林文化,395593,756,https://www.zeczec.com/projects/grimmpress-2,"讓365位真實英雄、365句金句，陪伴您在充滿未知的2023年，找到指引、大步向前，為生命課題找到可能的解答。,zeczec",14 天,2022/08/31 12:05 – 2022/11/30 23:59
【微笑藥師出品】好容益益生菌│首發主打『新鮮有感』的益生菌！由藥師團隊監製的益生菌產品,微笑藥師,216792,1125,https://www.zeczec.com/projects/hao-rong-yi,"市面上第一款主打「新鮮」的益生菌產品！由微笑藥師團隊嚴選監製出品，生產『安全、真實、無添加』禁得起民眾嚐試考驗的益生菌！選用最優勢的黃金ABC菌組合、提供每月新鮮配送到家的訂閱方案！,zeczec",7 天,2022/10/24 12:00 – 2022/11/23 23:59
【癒見真實自己 - 全球獨家能量印記覺察卡牌讓你擺脫失眠的夜晚，日日是好日】,久號｜永壽文教基金會,347736,1960,https://www.zeczec.com/projects/ninenine,"此套卡牌協助大家在生活中覺察自己真實的狀態，每張指引牌皆擁有完整療癒解方，透過獨家能量印記賦予卡牌支持性的療癒頻率，陪伴你度過每個低潮的時刻。募資金額將支持購買共療計畫- 療癒你的同時也一同療癒...,zeczec",14 天,2022/10/05 20:00 – 2022/11/30 23:59
花生騷 原民傳統織布｜部落潮設計,古川設計,170060,2140,https://www.zeczec.com/projects/wasangshow001,"把豐富的原民傳統織布文化資產繼續延續，設計出更具故事性及代表性的經典。花生騷更邀請原民的創作者或團體，一同把這份屬於原民的文化祝福，分享給您！,zeczec",12 天,2022/09/28 19:00 – 2022/11/28 21:00
EYE樂ETF｜陪視障音樂人走一段夢想的旅程,視障音樂基金會,89600,500,https://www.zeczec.com/projects/eye-etf,"「EYE樂」代表音樂無界限，視障者也能擁有音樂夢，「ETF」則是Education 教育、Tenderness 溫柔、Faith 信念，這3個字的縮寫。幫助視障者以音樂就學與就業。,zeczec",104 天,2022/11/01 12:00 – 2023/02/28 12:00
2023 微笑拼兔日曆｜一天一點生活的美好,Change be cool,102650,850,https://www.zeczec.com/projects/MiuChCalendar,"生活療癒｜正能量｜可愛小兔 - 在人生中我們每個人都扮演著許多角色：老闆、員工、父母、子女…，在忙碌的生活中，讓《微笑拼兔》帶給你每天一點正能量吧！,zeczec",14 天,2022/10/20 12:00 – 2022/11/30 23:59
LOGINHEART《迷你配方包》｜時尚科技，一秒支付，台灣製造．世界唯一支付科技真皮迷你包，與一卡通合作獨家限量發行,LOGINHEART,232361,2580,https://www.zeczec.com/projects/loginheart,"世界唯一支付科技真皮迷你包！台灣第一款可綁定姓名的專屬精品！小廢包小卻不廢，不僅可愛，專利科技讓它獨一無二、與眾不同。,zeczec",18 天,2022/11/03 12:00 – 2022/12/04 23:59
蒔光曆 2023 【療癒插畫日曆】365篇花鳥古人精彩演出 x 遇見不一樣的美好旅行。,蒔光島嶼,115416,880,https://www.zeczec.com/projects/timeisland,"用藝術創意插畫解讀古詩詞 x 12位最具影響力人物生活智慧共享。,zeczec",9 天,2022/10/17 12:00 – 2022/11/25 23:59
如寶石般的磨刀石美學抵台！｜重新復刻日本最古老產地將消失的「伊予砥」，天然陶石再現頂級細膩研磨！,伊予石業,315640,1280,https://www.zeczec.com/projects/iyokogyoshostone,"「砥部燒」原料的開採業者-伊予鉱業所，在日本最古老的磨刀石產地砥部鎮，重新復刻江戶時代的「伊予砥」也就是磨刀石，開採最高品質陶石結合傳統職匠工藝，打造出一顆顆珍貴「伊予砥磨」寶石，天然磨刀石研磨...,zeczec",18 天,2022/10/04 21:00 – 2022/12/04 23:59
地表最療癒的環保吸管｜SICO小怪獸一路暢吸吸管杯袋組,SICO Lifestyle,54188,668,https://www.zeczec.com/projects/sicolifestylestraw,"SICO小怪獸站在辦公桌上療癒減塑一整天！醫療級的鉑金矽膠+316L醫療鋼完美結合，另有兩用杯袋/墊，文青三色可以選擇！,zeczec",29 天,2022/11/01 20:00 – 2022/12/15 23:59
PowerFun 動力趣｜72合一電動智慧積木組｜相容樂高，一起變身動感積木！,makerzoid,954200,2280,https://www.zeczec.com/projects/powerfun,"最超值的動感積木組合，能避障、感應物體及燈光、還能控制通電！ 72種造型、四大主題一次滿足，還可以與其他積木相容，讓家中原有積木全都跟著PowerFun一起變成動感積木！,zeczec",14 天,2022/10/18 10:30 – 2022/11/30 23:59
《own 一個人生活》｜一本陪你擁有自己的雜誌－第四、五期募資計畫,own一個人生活,95250,550,https://www.zeczec.com/projects/own2022,"漫長的人生旅途中，我們不斷試圖建立關係、找到歸屬，但愛人會過季，感情會過期，在偶有寒冬、時而放晴的日子裡，陪伴自己最久的人終究是自己。,zeczec",14 天,2022/10/31 20:00 – 2022/12/01 02:00
達伶姐姐變身里長 集資計畫｜改變 要你＋1,達伶姐姐選里長 Team,101851,666,https://www.zeczec.com/projects/puffdarling,"從兒童節目主持人變身里長！？ 所有美好 從小地方、小事情開始,zeczec",9 天,2022/09/08 11:00 – 2022/11/25 23:59
學而無礙｜募集極偏鄉孩童學習用品,the ONE table 一張桌子,44900,250,https://www.zeczec.com/projects/no-boundaries,"一起幫助孩子擁有較足額的資源，安心享受學習的樂趣，不用再擔心鉛筆盒裡沒有筆和橡皮擦。,zeczec",14 天,2022/10/09 20:00 – 2022/11/30 23:59
MPlus｜鎏金年代月曆‧歐陸人文的一年,MPlus,61165,850,https://www.zeczec.com/projects/mplus_calendar2023,"十二幅來自鎏金年代1870-1910的藝術作品，從巴黎書報的仕女時裝圖、古典植物繪、透明瓶器插畫，到充滿機器飛行幻想的明信片，轉化成一個完整的十二色相環，一組優美柔和的月曆，陪伴您度過色彩豐富、...,zeczec",25 天,2022/10/28 16:00 – 2022/12/11 23:59
《Nice to Meet You》2023 動物寓言月曆｜在故事裡遇見我和你，偶爾還有他,5539 Design Studio,117930,830,https://www.zeczec.com/projects/nicetomeetyou,"以十二星座為靈感，為每個月份撰寫一則原創寓言， 邀你一起從故事感受角色各異其趣的特質，在寓言中看見他人身上的光。,zeczec",4 天,2022/09/22 21:00 – 2022/11/21 02:00
"2023【LOVE U, 兔】甜點日曆｜呷甜甜，過好年｜學會甜點讓每天都過的甜一點",Love U Too Cake,107849,980,https://www.zeczec.com/projects/loveutoocake,"✧ 你知道花有花語~ 甜點也有藏在其中的小寓意嗎? 讓我們一起認識風靡世界的甜點．兔兔年就是要過的好吃又好玩~,zeczec",15 天,2022/10/05 12:00 – 2022/12/01 23:59
